Job Title,Company Name,Location,Job Type,Salary,Experience Level,Skills/Technologies Required,Benefits,Job Responsibilities/Duties,Job Posting Date,Job Description Length,Job Posting Platform,Job Posting ID
"Senior Manager, Marketing Analytics",Vail Resorts,United States,Full-time,"$116,040 ",Senior-level,"python, r, sql, ai, cloud","The budgeted range starts at $116,040.30 - $130,000 + annual bonus, Actual pay will be adjusted based on experience, Weekend work may be expected occasionally during peak sales weekends, Direct exposure to leaders of the business  a unique opportunity to team with our business leadership to reimagine marketing analytics in a growing team, All the free skiing / riding you and your dependents can handle  free Epic passes, discounted lodging and retail, The expected Total Compensation for this role is $116,040.30 - $130,000 + annual bonus, Individual compensation decisions are based on a variety of factors, Job Benefits, Ski/Mountain Perks!, Free passes for employees, employee discounted lift tickets for friends and family AND free ski lessons, MORE employee discounts on lodging, food, gear, and mountain shuttles, 401(k) Retirement Plan, Employee Assistance Program, Excellent training and professional development, Health Insurance; Medical Insurance, Dental Insurance, and Vision Insurance plans (for eligible seasonal employees after working 500 hours), Free ski passes for dependents, Critical Illness and Accident plans","This role will play an important role in helping the business understand marketing behavior across all of Vails properties and across multiple different lines of business, Reporting to the Director of Marketing Analytics and Test & Learn, the Senior Manager is to own a segment of Vails marketing channel analytics, guide the marketing organization on new strategic initiatives, and handle incoming tagging requests, This includes end-to-end measurement planning, reporting, dashboard building, deep-dive analysis in Snowflake and Tableau, quality assurance of marketing channel data collection, long-term strategic thinking and special projects, Additionally, this role will be focused on elevating Vails marketing strategy by leading advanced analytics projects including multi-touch attribution, customer acquisition cost analysis, and taxonomy implementation, This role will partner with marketing channel teams (Digital, Paid Media, Relationship Marketing, etc.) in support of our various lines of business (e.g, Shift & Schedule Availability: Full Time / Year Round, Lead a team of analysts covering paid, owned, and earned channels, Own multiple lines of business reporting as well as collaborate with Channel and LOB stakeholders on identifying opportunities for optimizations, Lead audit, analysis, and optimization of Vails metadata, including its Solution Design Reference (SDR) and Taxonomy, Lead strategic initiatives including data automation, data democratization, and advanced analytics analyses, Manage reporting pipelines ensuring stakeholders are proactively informed about performance and advised on next best steps to take, Perform analysis on Vails online & offline data to create new ways of thinking that advance the companys data maturity, Tools leveraged in this role:, Adobe Analytics, SQL, Python, Snowflake, Tableau, Microsoft Office, JIRA, Mouseflow, Meta, Smartly, Adobe Ad Cloud, Mailgun, Airship, Databricks",2024/11/4,7428,"Vail Resorts Jobs, Indeed, ZipRecruiter, Glassdoor, National Funding, LinkedIn, Startup Jobs, Jobgether",eyJqb2JfdGl0bGUiOiJTZW5pb3IgTWFuYWdlciwgTWFya2V0aW5nIEFuYWx5dGljcyIsImNvbXBhbnlfbmFtZSI6IlZhaWwgUmVzb3J0cyIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6IlE0MS12NnFqdmR4eUNzc1dBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
"Supervisor, Analytics",Havas Media Network,United States,Full-time,"$85,000 ",,"r, ai",,"The Supervisor, Analytics, provides leading-edge expertise, methodology and delivery of media and marketing measures and analysis, The team is responsible for deriving consumer and marketing insights and recommendations that are both strategic and tactical on optimizing current and future cross channel media plans, with a focus on digital channels, The Supervisor works with office leadership, discipline teams (e.g., integrated planning, mobile, paid search, SEO, social), and creative partners to develop online and offline media measurement requirements with the goal of driving actionable insights for campaign optimization, The basis of analysis is user level campaign data, as well as measurement tools (e.g., landing page testing, auditing tools, Web analytics, etc.), Establish online media measurement strategies for both display and paid search campaigns; implement appropriate testing methodologies, working directly within the client structure and creative agency partners, Work closely with media team to assess the campaigns technical measurement and data requirements (e.g., tagging, Web analytics coding), Monitor and analyze performance through campaign dashboards and readouts, provide strategic optimization recommendations, Present measurement recommendations and campaign results to clients, Work with internal Artemis, offline media teams and research to develop new analysis and cross-media reporting/analysis, Develop unique and strategically appropriate media approaches, including the exploration of emerging technologies pertinent to clients' business and media objectives, Create and recommend measurement techniques for clients who do not use third-party tags, Scope value-added analytics projects, including appropriate staffing and budget, Mentor team of analysts to develop analysis expertise, as well as career management, Assess category vendors, determining which is appropriate for campaign measurement requirements and budgets and manage relationship in order to extract value, Contribute to the company's knowledge base by creating and sharing case studies, POVs and seminar/conference summaries, Promote process and organizational efficiency through automation",2024/11/4,5677,LinkedIn,eyJqb2JfdGl0bGUiOiJTdXBlcnZpc29yLCBBbmFseXRpY3MiLCJjb21wYW55X25hbWUiOiJIYXZhcyBNZWRpYSBOZXR3b3JrIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiR0dQeUtFelh3YlVydTItUEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
Data Governance Program Manager,Mitsubishi Chemical Group,"Denver, CO",Full-time,"$85,700 - $128,500",,"r, ai","Pay Transparency (complete highlighted sections), The salary range for this position is $85,700 - $128,500, Factors such as scope and responsibilities of the position, candidate's work experience, education/training, job-related skills, internal peer equity, as well as market and business considerations may influence base pay offered, This salary will be subject to a geographic adjustment (according to a specific city and state), if an authorization is granted to work outside of the location listed in this posting, Competitive Benefits, Benefits begin on DAY 1!, Employee Assistance Programs, Curated Self-Paced Learning & Development Programs for all Employees","Title:Data Governance Program Manager, The Digital Data Governance Program Manager is responsible for establishing and implementing robust regional data governance methodologies that align with and extend the global data governance framework, This role will ensure that data governance strategies, including Master Data Management (MDM), are integrated into regional business processes to support the organizations strategic goals, The Digital Data Governance Program Manager will work closely with regional and global teams to drive data quality, compliance, and governance initiatives, ensuring that data is managed as a strategic asset across the region, This role provides a rare opportunity to lead the development of data governance practices in an organization where both regional and global governance processes and policies are still in their infancy and not yet standardized, As the Digital Data Governance Program Manager, you will be instrumental in establishing foundational governance frameworks during a critical period of digital transformation, You will play a key role in shaping and defining the data governance landscape, ensuring that the processes and policies you create will support and evolve with the organizations broader digital transformation journey, positioning you as a key architect in this transformative period, Strategic Development & Implementation:, Develop and implement a comprehensive regional data governance strategy that aligns with the global data governance framework and organizational objectives, Establish data governance and MDM policies, standards, and procedures to ensure consistent data management practices across the region, Collaborate with key stakeholders to integrate data governance methodologies, including MDM, into regional business processes, Master Data Management :, Lead the implementation and ongoing management of Master Data Management initiatives to ensure the accuracy, consistency, and reliability of key business data across the region, Support the integration of MDM processes into existing systems and workflows, ensuring alignment with global MDM standards, Collaborate with Digital and business units to maintain and improve master data quality, ensuring it meets the needs of all stakeholders, Data Quality Management:, Define and manage data quality metrics and KPIs, ensuring the integrity, accuracy, and consistency of data across the region, Oversee data quality assessment processes and implement remediation plans where necessary, Ensure that MDM practices are closely aligned with data quality management efforts, Stakeholder Engagement & Communication:, Function as a liaison between regional and global teams to ensure alignment on data governance and MDM practices and objectives, Communicate the value of data governance and MDM to regional stakeholders and drive engagement through education, training, and regular updates, Facilitate cross-functional collaboration to support data governance and MDM initiatives across various business units, Compliance & Risk Management:, Ensure that regional data governance and MDM practices comply with local regulations, global standards, and organizational policies, Identify and mitigate risks associated with data management, ensuring the protection and security of data assets, Program Management:, Lead the execution of data governance and MDM projects and initiatives within the region, ensuring timely delivery and alignment with global priorities, Manage the regional data governance program budget, resources, and timelines, Continuous Improvement:, Monitor and evaluate the effectiveness of data governance and MDM practices and make recommendations for continuous improvement, Stay informed of industry trends, best practices, and emerging technologies related to data governance and MDM",2024/10/30,7927,"National Labor Exchange, Mitsubishi Chemical Group Jobs, Adzuna, Nexxt, Jobilize",eyJqb2JfdGl0bGUiOiJEYXRhIEdvdmVybmFuY2UgUHJvZ3JhbSBNYW5hZ2VyIiwiY29tcGFueV9uYW1lIjoiTWl0c3ViaXNoaSBDaGVtaWNhbCBHcm91cCIsImFkZHJlc3NfY2l0eSI6IkRlbnZlciwgQ08iLCJodGlkb2NpZCI6IllZS2g5bUlWSW80UkRKTnhBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Private Markets Data Strategy Analyst,4100 NB Alternatives Advisers LLC,United States,Full-time,"$95,000-$125,000",Senior-level,"python, r, sql, ai",,,,6437,"Workday, ZipRecruiter, Flourish Ventures Job Board, Virtual Vocations, Monster, GrabJobs, Tech:NYC Job Board, Adzuna",eyJqb2JfdGl0bGUiOiJQcml2YXRlIE1hcmtldHMgRGF0YSBTdHJhdGVneSBBbmFseXN0IiwiY29tcGFueV9uYW1lIjoiNDEwMCBOQiBBbHRlcm5hdGl2ZXMgQWR2aXNlcnMgTExDIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiUWFWMGgtaWt1Rm1tdzdOSEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
Digital Marketing Data & Analytics Manager,IRIS Software Group,Anywhere,Full-time,,,"python, r, sql, ai","Gain exposure to leading-edge technologies and make a significant impact on our marketing strategy, Access ongoing training and career development opportunities in a dynamic work environment","Manage the setup, configuration, and optimization of Google Analytics (GA4) to accurately track website traffic, user behavior, and conversions, Implement best practices for Google Tag Manager, ensuring consistent tagging and event tracking, Create regular reports on website performance metrics, providing actionable insights to enhance our digital strategy, Marketing Platform Data Integration:, Integrate data from all marketing platforms, including Google Ads, Facebook Ads, LinkedIn Ads, Salesforce, and SEO tools, Connect all marketing platforms to enable holistic performance tracking and attribution, Lead initiatives to centralize data from multiple channels for comprehensive analysis, Analyze website traffic, conversion rates, and user behavior to identify optimization opportunities, Collaborate with marketing, UX, and development teams to enhance user experience and drive engagement, lead generation, and sales, Implement A/B testing to optimize landing pages, CTAs, and site effectiveness, Reporting and Analytics:, Provide in-depth reports on campaign performance, website metrics, and audience insights to support marketing decisions, Develop custom dashboards and automated reports for timely access to key data, Utilize predictive analytics to forecast trends and highlight improvement opportunities, Oversee SEO and SEM campaign analysis to identify growth opportunities in visibility, traffic, and conversions, Track keyword performance, conduct backlink analysis, and provide technical SEO insights, Work with content and paid media teams to ensure data-driven alignment, Partner with marketing, sales, product, and development teams to align data-driven initiatives, Help stakeholders identify KPIs and optimize marketing investments and ROAS, Serve as the primary contact for external data vendors/partners, Ensure compliance with data protection laws (e.g., GDPR, CCPA), Implement data governance standards to maintain data integrity, security, and accuracy",2024/10/15,3962,"LinkedIn, Indeed, Jobgether, Levels.fyi, LazyApply",eyJqb2JfdGl0bGUiOiJEaWdpdGFsIE1hcmtldGluZyBEYXRhIFx1MDAyNiBBbmFseXRpY3MgTWFuYWdlciIsImNvbXBhbnlfbmFtZSI6IklSSVMgU29mdHdhcmUgR3JvdXAiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJSRUVKbzRSVGpEeHBhb3M0QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=
Senior Machine Learning Engineer  Cloud AI Platform,iVisa,"Sunny Isles Beach, FL",Full-time,,,"python, r, machine learning, ai, cloud","Salary may vary depending on job-related factors which may include knowledge, skills, experience, and location, In addition, this position may be eligible for bonus and equity, Visa has a comprehensive benefits package for which this position may be eligible that includes Medical, Dental, Vision, 401 (k), FSA/HSA, Life Insurance, Paid Time Off, and Wellness Program","Visa AI as a Service (AIaS) operationalizes the delivery of AI and decision intelligence to ensure their ongoing business values, Built with composable AI capabilities, privacy-enhancing computation, and cloud native platforms, AIaS powers and automates industrialization of data, models, and applications for predictive and generative AI, Combined with strong governance, AIaS optimizes the performance, scalability, interpretability and reliability of AI models and services, ML Engineer  Cloud AI Platform, with a strong development background, whose primary objective will be to extend our AI as a Service platform to the Public Cloud, Multi-Cloud, and On-Premises environments while enhancing and optimizing our existing codebase and development procedures, as well as developing new solutions, Employees in hybrid roles are expected to work from the office 2-3 set days a week (determined by leadership/site), with a general guidepost of being in the office 50% or more of the time based on business needs, Work Hours: Varies upon the needs of the department, Travel Requirements: This position requires travel 5-10% of the time, Mental/Physical Requirements: This position will be performed in an office setting",2024/11/5,4828,EWorker,eyJqb2JfdGl0bGUiOiJTZW5pb3IgTWFjaGluZSBMZWFybmluZyBFbmdpbmVlciDigJMgQ2xvdWQgQUkgUGxhdGZvcm0iLCJjb21wYW55X25hbWUiOiJpVmlzYSIsImFkZHJlc3NfY2l0eSI6IlN1bm55IElzbGVzIEJlYWNoLCBGTCIsImh0aWRvY2lkIjoicDk4elFRMjBucS1CVUtXWEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
Cloud AI Power & Limits Management Staff Software Engineer,Qualcomm,"San Diego, CA",Full-time,"$126,000 ",,"python, r, machine learning, ai, cloud","$126,000.00 - $189,000.00, We also offer a competitive annual discretionary bonus program and opportunity for annual RSU grants (employees on sales-incentive plans are not eligible for our annual bonus), In addition, our highly competitive benefits package is designed to support your success at work, at home, and at play","In this role, the candidate is expected to own and drive the analysis of complex system level AI use cases involving Computer Vision Networks, Recommendation Systems and Gen AI workloads",2024/10/21,6204,"Qualcomm Careers, Adzuna, Dice, Taro, Qualcomm Jobs, LinkedIn, Jooble, Glassdoor",eyJqb2JfdGl0bGUiOiJDbG91ZCBBSSBQb3dlciBcdTAwMjYgTGltaXRzIE1hbmFnZW1lbnQgU3RhZmYgU29mdHdhcmUgRW5naW5lZXIiLCJjb21wYW55X25hbWUiOiJRdWFsY29tbSIsImFkZHJlc3NfY2l0eSI6IlNhbiBEaWVnbywgQ0EiLCJodGlkb2NpZCI6IkxSZjdRdVBvZmZyeTlFVk5BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Cloud AI Engineer,TechnoServe Inc.,Anywhere,Full-time,,,"python, r, ai, cloud","The results are amazing...when incomes increase and living conditions for families get better, they are able to access health care and education previously out of reach","Design and manage scalable, secure, and resilient cloud architectures based on Google Cloud Platform best practices, Implement security measures, such as identity and access management (IAM), encryption, and firewall configurations to ensure data protection, Develop AI Solutions using Vertex AI in Google Cloud Platform, Ensure that cloud solutions adhere to industry standards, legal requirements, and corporate policies, Write and maintain REST APIs integrations in Google Cloud Platform, Diagnose and resolve technical issues related to cloud infrastructure and services, Write and maintain comprehensive documentation of the cloud architecture, configurations, and operational procedures",,5476,"Indeed, Diversity Jobs, Jooble, LinkedIn",eyJqb2JfdGl0bGUiOiJDbG91ZCBBSSBFbmdpbmVlciIsImNvbXBhbnlfbmFtZSI6IlRlY2hub1NlcnZlIEluYy4iLCJhZGRyZXNzX2NpdHkiOiJWaXJnaW5pYSIsImh0aWRvY2lkIjoiNFBTcXd2ZWg0bDRIZGh6LUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
"Cloud Engineer, AI/ML, Professional Services, Google Cloud",Google,"Austin, TX",Full-time,"$142,000-$211,000",,"python, r, machine learning, deep learning, ai, cloud","The US base salary range for this full-time position is $142,000-$211,000 + bonus + equity + benefits, Our salary ranges are determined by role, level, and location, The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations, Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training, Your recruiter can share more about the specific salary range for your preferred location during the hiring process","As a Cloud AI Engineer, you will design and implement machine learning solutions for customer use cases, leveraging core Google products including TensorFlow, DataFlow, and Vertex AI, You will work with customers to identify opportunities to apply machine learning in their business, and travel to customer sites to deploy solutions and deliver workshops to educate and empower customers, Additionally, you will work closely with Product Management and Product Engineering to build and constantly drive excellence in our products.In this role, you are the Google Engineer working with Google's largest and most ambitious Cloud customers, Together with the team you will support customer implementation of Google Cloud products through: architecture guidance, best practices, data migration, capacity planning, implementation, troubleshooting, monitoring, and much more, Be a trusted technical advisor to customers and solve complex machine learning challenges, Coach customers on the practical challenges in machine learning systems: feature extraction and feature definition, data validation, monitoring, and management of features and models, Work with Customers, Partners, and Google Product teams to deliver tailored solutions into production, Create and deliver best practice recommendations, tutorials, blog articles, and sample code, Travel up to 30% for in-region for meetings, technical reviews, and onsite delivery activities",,5147,"Indeed, Taro, LinkedIn, Glassdoor, PowerToFly, Ladders, SimplyHired, Jobs - Towards AI",eyJqb2JfdGl0bGUiOiJDbG91ZCBFbmdpbmVlciwgQUkvTUwsIFByb2Zlc3Npb25hbCBTZXJ2aWNlcywgR29vZ2xlIENsb3VkIiwiY29tcGFueV9uYW1lIjoiR29vZ2xlIiwiYWRkcmVzc19jaXR5IjoiQXVzdGluLCBUWCIsImh0aWRvY2lkIjoiX2cyYmQ3NkM2UXJGemFxNUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
"AI Solutions Engineer, Global Cloud / AI Infrastructure","Cisco Systems, Inc.",California,Full-time,,,"python, r, sql, ai, cloud",,"You will identify potential clients, understand their specific needs, and provide tailored AI solutions that enhance their business operations, This role requires a deep understanding of AI technologies and experience relaying technical concepts to a diverse audience, You will build awareness, fostering education and driving energy for AI with both internal and external team members, partners, etc, You will also act as a link between technical teams, account teams, executives, partners/customers, In addition, you will show case AI solutions/products, its potential and promote its tactical and technical responsibilities, You will play an important role in the design, development and promotion of AI Solutions and address challenges, You will need to travel as needed to meet with clients and attend industry events",2024/11/5,5426,Monster,eyJqb2JfdGl0bGUiOiJBSSBTb2x1dGlvbnMgRW5naW5lZXIsIEdsb2JhbCBDbG91ZCAvIEFJIEluZnJhc3RydWN0dXJlIiwiY29tcGFueV9uYW1lIjoiQ2lzY28gU3lzdGVtcywgSW5jLiIsImFkZHJlc3NfY2l0eSI6IkNhbGlmb3JuaWEiLCJodGlkb2NpZCI6Imd1ZTUwcHpzYmlabTVrR3ZBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
AWS Cloud AI Engineer,Algobrain,"New York, NY",Full-time,,,"python, r, machine learning, deep learning, ai, cloud, statistics",,"This resource will be joining Windows team, collaborating with various sectors within infrastructure like Security and Networking to create, launch, and support AI based cloud and hybrid applications, Translate the business requirements for AI applications into viable AI solutions within AWS, Select appropriate AWS technologies, considering deployment models and their seamless integration with existing tools, Partner with Enterprise Architecture, Application Development, and Business teams to design pilot projects and develop production-ready solutions, Gather feedback from diverse stakeholders to ensure that the technical implementation aligns with both current and future AI requirements, Work closely with security and risk leaders to foresee and mitigate risks, ensuring ethical AI usage and compliance, Gain an understanding of and contribute to LLM operations, focusing on the infrastructure and operational capabilities required to deploy AWS AI solutions, Develop tools and capabilities that support data ingestion, feature engineering, data management, and organization, Integrate security best practices into solutions to facilitate streamlined CI/CD pipelines for deployment and secure software delivery, Establish the AWS OpenAI service in Microsoft AWS with an architecture tailored to support business teams",2024/10/19,3306,"ZipRecruiter, Monster, SaluteMyJob, BeBee, KSNT Jobs, KHON2 Jobs, WDTN Jobs, WTNH Jobs",eyJqb2JfdGl0bGUiOiJBV1MgQ2xvdWQgQUkgRW5naW5lZXIiLCJjb21wYW55X25hbWUiOiJBbGdvYnJhaW4iLCJhZGRyZXNzX2NpdHkiOiJOZXcgWW9yaywgTlkiLCJodGlkb2NpZCI6ImZRSktqZHQ2dkt4THNZb21BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Lead Cloud Infrastructure Engineer- AI/ML - W2 Contract Only,"MM International, LLC","Irving, TX",Contractor,,,"r, machine learning, ai, cloud",,,,558,"LinkedIn, Salary.com",eyJqb2JfdGl0bGUiOiJMZWFkIENsb3VkIEluZnJhc3RydWN0dXJlIEVuZ2luZWVyLSBBSS9NTCAtIFcyIENvbnRyYWN0IE9ubHkiLCJjb21wYW55X25hbWUiOiJNTSBJbnRlcm5hdGlvbmFsLCBMTEMiLCJhZGRyZXNzX2NpdHkiOiJJcnZpbmcsIFRYIiwiaHRpZG9jaWQiOiJvWmN0WHlEWVZsZGNxNTFpQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=
Cloud Engineer | AI Sandbox Innovation Lab,Oracle,"Cheyenne, WY",Full-time,"$94,200 ",,"python, r, sql, machine learning, deep learning, ai, cloud","US: Hiring Range: from $94,200 to $223,500 per annum, May be eligible for bonus and equity, Oracle maintains broad salary ranges for its roles in order to account for variations in knowledge, skills, experience, market conditions and locations, as well as reflect Oracles differing products, industries and lines of business, Oracle US offers a comprehensive benefits package which includes the following:, Medical, dental, and vision insurance, including expert medical opinion, Short term disability and long term disability, Life insurance and AD&D, Supplemental life insurance (Employee/Spouse/Child), Health care and dependent care Flexible Spending Accounts, Pre-tax commuter and parking benefits, 401(k) Savings and Investment Plan with company match, Paid time off: Flexible Vacation is provided to all eligible employees assigned to a salaried (non-overtime eligible) position, Accrued Vacation is provided to all other employees eligible for vacation benefits, For employees working at least 35 hours per week, the vacation accrual rate is 13 days annually for the first three years of employment and 18 days annually for subsequent years of employment, Vacation accrual is prorated for employees working between 20 and 34 hours per week, Employees working fewer than 20 hours per week are not eligible for vacation, 11 paid holidays, Paid sick leave: 72 hours of paid sick leave upon date of hire, Refreshes each calendar year, Unused balance will carry over each year up to a maximum cap of 112 hours, Paid parental leave, Adoption assistance, Employee Stock Purchase Plan, Financial planning and group legal, Voluntary benefits including auto, homeowner and pet insurance, We offer a highly competitive suite of employee benefits designed on the principles of parity and consistency, We put our people first with flexible medical, life insurance and retirement options, We also encourage employees to give back to their communities through our volunteer programs",,2024/11/1,5677,"VetJobs, Jobrapido.com, WhatJobs",eyJqb2JfdGl0bGUiOiJDbG91ZCBFbmdpbmVlciB8IEFJIFNhbmRib3ggSW5ub3ZhdGlvbiBMYWIiLCJjb21wYW55X25hbWUiOiJPcmFjbGUiLCJhZGRyZXNzX2NpdHkiOiJDaGV5ZW5uZSwgV1kiLCJodGlkb2NpZCI6ImhxOGliRE9vMmVRT2pBNEVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Machine Learning Engineer - Sr Consultant - Cloud AI Platform,Stagecoach East,"Austin, TX",Full-time,,Senior-level,"r, machine learning, ai, cloud","Salary may vary depending on job-related factors which may include knowledge, skills, experience, and location, In addition, this position may be eligible for bonus and equity, Visa has a comprehensive benefits package for which this position may be eligible that includes Medical, Dental, Vision, 401 (k), FSA/HSA, Life Insurance, Paid Time Off, and Wellness Program","Built with composable AI capabilities, privacy-enhancing computation, and cloud native platforms, AIaS powers and automates industrialization of data, models, and applications for predictive and generative AI, Combined with strong governance, AIaS optimizes the performance, scalability, interpretability and reliability of AI models and services, Collaborate with project team members (Product Managers, Architects, Analysts, Software Engineers, Project Managers, etc.), to ensure development and implementation of new data driven business solutions, Drive development effort End-to-End for on-time delivery of high quality solutions that conform to requirements, conform to the architectural vision, and comply with all applicable standards, Responsibilities span all phases of solution development, Collaborate with senior technical staff and PM to identify, document, plan contingency, track and manage risks and issues until all are resolved, Present technical solutions, capabilities, considerations, and features in business terms, Effectively communicate status, issues, and risks in a precise and timely manner, Coaching and mentoring junior team members and evolving team talent pipeline, Employees in hybrid roles are expected to work from the office 2-3 set days a week (determined by leadership/site), with a general guidepost of being in the office 50% or more of the time based on business needs, Work Hours: Varies upon the needs of the department, Travel Requirements: This position requires travel 5-10% of the time, Mental/Physical Requirements: This position will be performed in an office setting",2024/11/2,6892,"ZipRecruiter, Smart Recruiters Jobs, Indeed, The Muse, Built In, SimplyHired, Jobs - Towards AI, Startup Jobs",eyJqb2JfdGl0bGUiOiJNYWNoaW5lIExlYXJuaW5nIEVuZ2luZWVyIC0gU3IgQ29uc3VsdGFudCAtIENsb3VkIEFJIFBsYXRmb3JtIiwiY29tcGFueV9uYW1lIjoiU3RhZ2Vjb2FjaCBFYXN0IiwiYWRkcmVzc19jaXR5IjoiQXVzdGluLCBUWCIsImh0aWRvY2lkIjoiaG1OQXRuVHZ3Rm9YTGR0NkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
Senior Google Cloud Platform (GCP)/AI Engineer - Associate,Deutsche Bank,"Cary, NC",Full-time,"$85,000 ",Senior-level,"python, r, sql, machine learning, ai, cloud","Full/Part-Time: Full-time, Regular/Temporary: Regular, A diverse and inclusive environment that embraces change, innovation, and collaboration, A hybrid working model with up to 60% work from home, allowing for in-office / work from home flexibility, generous vacation, personal and volunteer days, a commitment to Corporate Social Responsibility, Employee Resource Groups support an inclusive workplace for everyone and promote community engagement, Access to a strong network of Communities of Practice connecting you to colleagues with shared interests and values, Competitive compensation packages including health and wellbeing benefits, retirement savings plans, parental leave, and family building benefits, educational resources, matching gift and volunteer programs, The salary range for this position in Cary is $85,000 to $120,750, Actual salaries may be based on a number of factors including, but not limited to, a candidates skill set, experience, education, work location and other qualifications, Posted salary ranges do not include incentive compensation or any other type of remuneration","Design, implement, and maintain our Sustainability products and Data on Google Cloud Platform, including GCP services such as Google Kubernetes Engine (GKE), Cloud Storage, Vertex AI, Anthos etc, Design, develop, and maintain data pipelines using GCP services in developing and implementing data ingestion and transformation processes using tools like Composer, Apache Airflow, Dataflow and Pub/Sub, Automate data processing tasks using scripting languages like Python, Collaborate with software developers to integrate machine learning models and algorithms into our products, using PyTorch, TensorFlow or other machine learning frameworks, Develop and maintain CI/CD pipelines for our products, using tools such as GitHub and GitHub actions, Create and maintain Infrastructure as Code templates using Terraform, Work closely with other teams, such as software development, data science, and product management, to identify and prioritize infrastructure and machine learning requirements, Stay up to date with the latest developments in Google Cloud Platform and machine learning and apply this knowledge to improve our products and processes",,7092,"Indeed, RecruitMilitary, Jooble, Talentify",eyJqb2JfdGl0bGUiOiJTZW5pb3IgR29vZ2xlIENsb3VkIFBsYXRmb3JtIChHQ1ApL0FJIEVuZ2luZWVyIC0gQXNzb2NpYXRlIiwiY29tcGFueV9uYW1lIjoiRGV1dHNjaGUgQmFuayIsImFkZHJlc3NfY2l0eSI6IkNhcnksIE5DIiwiaHRpZG9jaWQiOiJxa080ZDZPYVVFTUpOQ2JUQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=
